"","Stationnumber","weekday","Rideoutminusin"
"619","30087","Sat",0.066006600660066
"620","30087","Sun",0.0575539568345324
"621","30087","Thu",0.0154320987654321
"622","30087","Tue",0.138263665594855
"623","30087","Wed",0.104918032786885
"624","30088","Fri",-0.00738007380073801
"625","30088","Mon",-0.223484848484848
"626","30088","Sat",0.03420523138833
"627","30088","Sun",-0.195736434108527
"628","30088","Thu",-0.0571428571428571
"629","30088","Tue",-0.133333333333333
"630","30088","Wed",-0.113970588235294
"631","30089","Fri",-0.0125786163522013
"632","30089","Mon",-0.229607250755287
"633","30089","Sat",-0.042713567839196
"634","30089","Sun",-0.103960396039604
"635","30089","Thu",-0.130841121495327
"636","30089","Tue",-0.106796116504854
"637","30089","Wed",-0.141914191419142
"638","30090","Fri",-0.0781990521327014
"639","30090","Mon",-0.0919811320754717
"640","30090","Sat",-0.287531806615776
"641","30090","Sun",0.0391644908616188
"642","30090","Thu",-0.0368550368550369
"643","30090","Tue",-0.0509259259259259
"644","30090","Wed",-0.0639810426540284
"645","30091","Fri",-0.0763888888888889
"646","30091","Mon",-0.0259433962264151
"647","30091","Sat",0.0591016548463357
"648","30091","Sun",0.0172413793103448
"649","30091","Thu",0.153465346534653
"650","30091","Tue",0.0145985401459854
"651","30091","Wed",0.121140142517815
"652","30092","Fri",0
"653","30092","Mon",-0.104651162790698
"654","30092","Sat",0.0408163265306122
"655","30092","Sun",-0.0415430267062315
"656","30092","Thu",-0.249283667621777
"657","30092","Tue",-0.184281842818428
"658","30092","Wed",-0.144117647058824
"659","30093","Fri",0.152304609218437
"660","30093","Mon",-0.0316455696202532
"661","30093","Sat",0.0206378986866792
"662","30093","Sun",-0.0643863179074447
"663","30093","Thu",0.0439330543933054
"664","30093","Tue",-0.0426966292134831
"665","30093","Wed",0.0985010706638116
"666","30094","Fri",0.0562770562770563
"667","30094","Mon",-0.144
"668","30094","Sat",-0.0294117647058824
"669","30094","Sun",0.0260869565217391
"670","30094","Thu",-0.117370892018779
"671","30094","Tue",-0.00476190476190476
"672","30094","Wed",-0.0779816513761468
"673","30095","Fri",-0.0562770562770563
"674","30095","Mon",-0.156424581005587
"675","30095","Sat",0.109433962264151
"676","30095","Sun",0.03515625
"677","30095","Thu",-0.257142857142857
"678","30095","Tue",-0.327683615819209
"679","30095","Wed",-0.171428571428571
"680","30096","Fri",-0.11219512195122
"681","30096","Mon",-0.205298013245033
"682","30096","Sat",-0.332142857142857
"683","30096","Sun",-0.0934579439252336
"684","30096","Thu",-0.30188679245283
"685","30096","Tue",-0.131034482758621
"686","30096","Wed",-0.203703703703704
"687","30097","Fri",0.0784313725490196
"688","30097","Mon",-0.0636363636363636
"689","30097","Sat",0.234848484848485
"690","30097","Sun",-0.0241935483870968
"691","30097","Thu",-0.0340909090909091
"692","30097","Tue",-0.113924050632911
"693","30097","Wed",0.0804597701149425
"694","30098","Fri",-0.223880597014925
"695","30098","Mon",-0.105263157894737
"696","30098","Sat",-0.291845493562232
"697","30098","Sun",0.0382513661202186
"698","30098","Thu",-0.0916030534351145
"699","30098","Tue",0
"700","30098","Wed",-0.114864864864865
