"","Stationnumber","weekday","hour","Rideoutminusin"
"7417","30047","Sat",1,0.5
"7418","30047","Sat",2,1.6
"7419","30047","Sat",4,1
"7420","30047","Sat",5,0.5
"7421","30047","Sat",6,0.3
"7422","30047","Sat",7,0.0625
"7423","30047","Sat",8,0.235294117647059
"7424","30047","Sat",9,0.0384615384615385
"7425","30047","Sat",10,-0.107142857142857
"7426","30047","Sat",11,0.192307692307692
"7427","30047","Sat",12,-0.5
"7428","30047","Sat",13,0.538461538461538
"7429","30047","Sat",14,0.0689655172413793
"7430","30047","Sat",15,0.269230769230769
"7431","30047","Sat",16,0.481481481481481
"7432","30047","Sat",17,-1.18518518518519
"7433","30047","Sat",18,-1.10714285714286
"7434","30047","Sat",19,0.0909090909090909
"7435","30047","Sat",20,0.64
"7436","30047","Sat",21,0.75
"7437","30047","Sat",22,-0.5625
"7438","30047","Sat",23,-0.214285714285714
"7439","30047","Sun",0,0.3125
"7440","30047","Sun",1,0.571428571428571
"7441","30047","Sun",2,0.666666666666667
"7442","30047","Sun",3,-1.33333333333333
"7443","30047","Sun",4,-1
"7444","30047","Sun",5,1
"7445","30047","Sun",6,0.428571428571429
"7446","30047","Sun",7,-0.466666666666667
"7447","30047","Sun",8,-0.238095238095238
"7448","30047","Sun",9,0.210526315789474
"7449","30047","Sun",10,0.375
"7450","30047","Sun",11,-0.0833333333333333
"7451","30047","Sun",12,-0.241379310344828
"7452","30047","Sun",13,1.1
"7453","30047","Sun",14,0.206896551724138
"7454","30047","Sun",15,0.344827586206897
"7455","30047","Sun",16,-0.307692307692308
"7456","30047","Sun",17,-0.423076923076923
"7457","30047","Sun",18,0.24
"7458","30047","Sun",19,0.19047619047619
"7459","30047","Sun",20,0.666666666666667
"7460","30047","Sun",21,0.157894736842105
"7461","30047","Sun",22,-0.333333333333333
"7462","30047","Sun",23,-0.75
"7463","30047","Thu",0,-0.857142857142857
"7464","30047","Thu",1,0.666666666666667
"7465","30047","Thu",5,0.5
"7466","30047","Thu",6,0.642857142857143
"7467","30047","Thu",7,1.46153846153846
"7468","30047","Thu",8,0.782608695652174
"7469","30047","Thu",9,-0.0666666666666667
"7470","30047","Thu",10,-0.0588235294117647
"7471","30047","Thu",11,0.0833333333333333
"7472","30047","Thu",12,-0.291666666666667
"7473","30047","Thu",13,0.272727272727273
"7474","30047","Thu",14,0.608695652173913
"7475","30047","Thu",15,-0.0869565217391304
"7476","30047","Thu",16,-1.53571428571429
"7477","30047","Thu",17,-1.59259259259259
"7478","30047","Thu",18,-0.678571428571429
"7479","30047","Thu",19,-0.730769230769231
"7480","30047","Thu",20,-0.1
"7481","30047","Thu",21,0.133333333333333
"7482","30047","Thu",22,-0.230769230769231
"7483","30047","Thu",23,0
"7484","30047","Tue",0,-0.2
"7485","30047","Tue",1,-1
"7486","30047","Tue",2,1
"7487","30047","Tue",4,1
"7488","30047","Tue",5,1
"7489","30047","Tue",6,1.14285714285714
"7490","30047","Tue",7,1.26315789473684
"7491","30047","Tue",8,0.833333333333333
"7492","30047","Tue",9,0.642857142857143
"7493","30047","Tue",10,-0.0714285714285714
"7494","30047","Tue",11,-0.666666666666667
"7495","30047","Tue",12,-0.347826086956522
"7496","30047","Tue",13,0.461538461538462
"7497","30047","Tue",14,0.363636363636364
"7498","30047","Tue",15,0.347826086956522
"7499","30047","Tue",16,-0.896551724137931
"7500","30047","Tue",17,-2.25925925925926
"7501","30047","Tue",18,-1.26923076923077
"7502","30047","Tue",19,-0.481481481481481
"7503","30047","Tue",20,0.681818181818182
"7504","30047","Tue",21,-0.25
"7505","30047","Tue",22,-1.18181818181818
"7506","30047","Tue",23,1.125
"7507","30047","Wed",0,0.714285714285714
"7508","30047","Wed",1,-0.333333333333333
"7509","30047","Wed",2,0.5
"7510","30047","Wed",5,1
"7511","30047","Wed",6,0.684210526315789
"7512","30047","Wed",7,1.21739130434783
"7513","30047","Wed",8,1.53846153846154
"7514","30047","Wed",9,-0.0588235294117647
"7515","30047","Wed",10,0.45
"7516","30047","Wed",11,0.05
"7517","30047","Wed",12,-0.285714285714286
"7518","30047","Wed",13,0.210526315789474
"7519","30047","Wed",14,0.4
"7520","30047","Wed",15,-0.5
"7521","30047","Wed",16,-1.75
"7522","30047","Wed",17,-2.35714285714286
"7523","30047","Wed",18,-0.866666666666667
"7524","30047","Wed",19,0.148148148148148
"7525","30047","Wed",20,0.208333333333333
"7526","30047","Wed",21,0.777777777777778
"7527","30047","Wed",22,-0.857142857142857
"7528","30047","Wed",23,0
"7529","30048","Fri",0,0.333333333333333
"7530","30048","Fri",1,-1
"7531","30048","Fri",3,1
"7532","30048","Fri",5,1
"7533","30048","Fri",6,0.75
"7534","30048","Fri",7,1
"7535","30048","Fri",8,0.35
"7536","30048","Fri",9,-0.0666666666666667
"7537","30048","Fri",10,0.4375
"7538","30048","Fri",11,-0.6
"7539","30048","Fri",12,0.95
"7540","30048","Fri",13,0.272727272727273
"7541","30048","Fri",14,-0.181818181818182
"7542","30048","Fri",15,-0.625
"7543","30048","Fri",16,-1.04545454545455
"7544","30048","Fri",17,-0.782608695652174
"7545","30048","Fri",18,-0.04
"7546","30048","Fri",19,-1
"7547","30048","Fri",20,0.133333333333333
"7548","30048","Fri",21,0.214285714285714
"7549","30048","Fri",22,-0.0588235294117647
"7550","30048","Fri",23,-0.444444444444444
"7551","30048","Mon",0,-0.333333333333333
"7552","30048","Mon",1,0.25
"7553","30048","Mon",5,0.235294117647059
"7554","30048","Mon",6,0.5
"7555","30048","Mon",7,0.857142857142857
"7556","30048","Mon",8,0.235294117647059
"7557","30048","Mon",9,1
"7558","30048","Mon",10,-0.307692307692308
"7559","30048","Mon",11,-0.173913043478261
"7560","30048","Mon",12,0.538461538461538
"7561","30048","Mon",13,0.4
"7562","30048","Mon",14,-0.1
"7563","30048","Mon",15,-0.736842105263158
"7564","30048","Mon",16,-0.85
"7565","30048","Mon",17,-0.583333333333333
"7566","30048","Mon",18,-0.739130434782609
"7567","30048","Mon",19,-0.411764705882353
"7568","30048","Mon",20,0.75
"7569","30048","Mon",21,-0.571428571428571
"7570","30048","Mon",22,0.222222222222222
"7571","30048","Mon",23,-0.857142857142857
"7572","30048","Sat",0,-0.133333333333333
"7573","30048","Sat",1,-0.5
"7574","30048","Sat",2,0.285714285714286
"7575","30048","Sat",3,1
"7576","30048","Sat",5,1.07142857142857
"7577","30048","Sat",6,1
"7578","30048","Sat",7,0.6
"7579","30048","Sat",8,0.0666666666666667
"7580","30048","Sat",9,0
"7581","30048","Sat",10,-0.695652173913043
"7582","30048","Sat",11,-0.476190476190476
"7583","30048","Sat",12,0.2
"7584","30048","Sat",13,1.20833333333333
"7585","30048","Sat",14,0.583333333333333
"7586","30048","Sat",15,1
"7587","30048","Sat",16,-1.42857142857143
"7588","30048","Sat",17,0.136363636363636
"7589","30048","Sat",18,0.05
"7590","30048","Sat",19,-0.454545454545455
"7591","30048","Sat",20,-0.357142857142857
"7592","30048","Sat",21,-0.214285714285714
"7593","30048","Sat",22,1.45454545454545
"7594","30048","Sat",23,0.363636363636364
"7595","30048","Sun",0,0
"7596","30048","Sun",1,-0.111111111111111
"7597","30048","Sun",2,-0.111111111111111
"7598","30048","Sun",3,0
"7599","30048","Sun",4,1.5
"7600","30048","Sun",5,0
"7601","30048","Sun",6,1
"7602","30048","Sun",7,0.727272727272727
"7603","30048","Sun",8,0
"7604","30048","Sun",9,0.133333333333333
"7605","30048","Sun",10,0.0454545454545455
"7606","30048","Sun",11,-0.80952380952381
"7607","30048","Sun",12,0.413793103448276
"7608","30048","Sun",13,0.296296296296296
"7609","30048","Sun",14,-0.08
"7610","30048","Sun",15,0.347826086956522
"7611","30048","Sun",16,-0.12
"7612","30048","Sun",17,0
"7613","30048","Sun",18,0.222222222222222
"7614","30048","Sun",19,-0.0625
"7615","30048","Sun",20,-0.588235294117647
"7616","30048","Sun",21,-0.5
"7617","30048","Sun",22,-0.384615384615385
"7618","30048","Sun",23,-0.875
"7619","30048","Thu",0,-1
"7620","30048","Thu",1,1
"7621","30048","Thu",2,-0.5
"7622","30048","Thu",3,1
"7623","30048","Thu",4,0
"7624","30048","Thu",5,0.952380952380952
"7625","30048","Thu",6,-0.5
"7626","30048","Thu",7,1.0625
"7627","30048","Thu",8,0.6
"7628","30048","Thu",9,0.0666666666666667
"7629","30048","Thu",10,0.166666666666667
"7630","30048","Thu",11,-0.272727272727273
"7631","30048","Thu",12,0.05
"7632","30048","Thu",13,0.45
"7633","30048","Thu",14,-0.6875
"7634","30048","Thu",15,-1.05263157894737
"7635","30048","Thu",16,-0.904761904761905
"7636","30048","Thu",17,-0.5
"7637","30048","Thu",18,-0.789473684210526
"7638","30048","Thu",19,-0.666666666666667
"7639","30048","Thu",20,0.642857142857143
"7640","30048","Thu",21,-0.25
"7641","30048","Thu",22,0
"7642","30048","Thu",23,0.307692307692308
"7643","30048","Tue",0,-0.25
"7644","30048","Tue",1,1
"7645","30048","Tue",2,-0.5
"7646","30048","Tue",3,1
"7647","30048","Tue",5,0.80952380952381
"7648","30048","Tue",6,-0.666666666666667
"7649","30048","Tue",7,1.47368421052632
"7650","30048","Tue",8,0.421052631578947
"7651","30048","Tue",9,0.5
"7652","30048","Tue",10,-0.0769230769230769
"7653","30048","Tue",11,-0.181818181818182
"7654","30048","Tue",12,0.0555555555555556
"7655","30048","Tue",13,1.35294117647059
"7656","30048","Tue",14,-0.764705882352941
"7657","30048","Tue",15,-0.714285714285714
"7658","30048","Tue",16,-0.578947368421053
"7659","30048","Tue",17,-0.45
"7660","30048","Tue",18,-1.12
"7661","30048","Tue",19,-1.28571428571429
"7662","30048","Tue",20,-0.538461538461538
"7663","30048","Tue",21,-0.0909090909090909
"7664","30048","Tue",22,-0.272727272727273
"7665","30048","Tue",23,-0.166666666666667
"7666","30048","Wed",0,0
"7667","30048","Wed",1,-1
"7668","30048","Wed",2,1
"7669","30048","Wed",3,1
"7670","30048","Wed",4,1
"7671","30048","Wed",5,0.954545454545455
"7672","30048","Wed",6,0.333333333333333
"7673","30048","Wed",7,1.17647058823529
"7674","30048","Wed",8,0.45
"7675","30048","Wed",9,0.285714285714286
"7676","30048","Wed",10,0.133333333333333
"7677","30048","Wed",11,-0.666666666666667
"7678","30048","Wed",12,0.409090909090909
"7679","30048","Wed",13,0.277777777777778
"7680","30048","Wed",14,-0.333333333333333
"7681","30048","Wed",15,-0.91304347826087
"7682","30048","Wed",16,-0.571428571428571
"7683","30048","Wed",17,-0.952380952380952
"7684","30048","Wed",18,-0.80952380952381
"7685","30048","Wed",19,0.307692307692308
"7686","30048","Wed",20,-0.142857142857143
"7687","30048","Wed",21,0.8
"7688","30048","Wed",22,-1
"7689","30048","Wed",23,0
"7690","30049","Fri",1,-1
"7691","30049","Fri",5,1
"7692","30049","Fri",6,1
"7693","30049","Fri",7,-0.25
"7694","30049","Fri",8,0.333333333333333
"7695","30049","Fri",9,1.6
"7696","30049","Fri",10,1
"7697","30049","Fri",11,-0.333333333333333
"7698","30049","Fri",12,-0.333333333333333
"7699","30049","Fri",13,0.8
"7700","30049","Fri",14,0.166666666666667
"7701","30049","Fri",15,1
"7702","30049","Fri",16,-0.777777777777778
"7703","30049","Fri",17,-0.5
"7704","30049","Fri",18,-1.14285714285714
"7705","30049","Fri",19,-0.333333333333333
"7706","30049","Fri",20,-1.8
"7707","30049","Fri",21,-0.25
"7708","30049","Fri",22,-0.4
"7709","30049","Fri",23,0.25
"7710","30049","Mon",4,-1
"7711","30049","Mon",7,0.333333333333333
"7712","30049","Mon",8,0
"7713","30049","Mon",9,0.333333333333333
"7714","30049","Mon",10,-1
"7715","30049","Mon",11,-1
"7716","30049","Mon",12,1
"7717","30049","Mon",13,-0.333333333333333
"7718","30049","Mon",14,0.4
"7719","30049","Mon",15,-1.2
"7720","30049","Mon",16,-0.571428571428571
"7721","30049","Mon",17,-0.714285714285714
"7722","30049","Mon",18,-0.2
"7723","30049","Mon",19,-1
"7724","30049","Mon",20,-2
"7725","30049","Mon",21,1
"7726","30049","Mon",22,-0.75
"7727","30049","Mon",23,-1
"7728","30049","Sat",1,-1
"7729","30049","Sat",2,-1
"7730","30049","Sat",3,0
"7731","30049","Sat",5,1
"7732","30049","Sat",7,1
"7733","30049","Sat",8,-1
"7734","30049","Sat",9,-0.142857142857143
"7735","30049","Sat",10,0.714285714285714
"7736","30049","Sat",11,0.777777777777778
"7737","30049","Sat",12,-0.5
"7738","30049","Sat",13,0.8
"7739","30049","Sat",14,0.25
"7740","30049","Sat",15,1
"7741","30049","Sat",16,-1.33333333333333
"7742","30049","Sat",17,-0.714285714285714
"7743","30049","Sat",18,-1.2
"7744","30049","Sat",19,-0.4
"7745","30049","Sat",20,0
"7746","30049","Sat",21,0.75
"7747","30049","Sat",22,-1
"7748","30049","Sat",23,2
"7749","30049","Sun",0,3
"7750","30049","Sun",1,-1
"7751","30049","Sun",2,-0.75
"7752","30049","Sun",3,-1
"7753","30049","Sun",4,-2
"7754","30049","Sun",6,-1
"7755","30049","Sun",8,-1
"7756","30049","Sun",9,-0.333333333333333
"7757","30049","Sun",10,-0.444444444444444
"7758","30049","Sun",11,-1.33333333333333
"7759","30049","Sun",12,0
"7760","30049","Sun",13,0.307692307692308
"7761","30049","Sun",14,0.875
"7762","30049","Sun",15,-0.363636363636364
"7763","30049","Sun",16,0.5
"7764","30049","Sun",17,-0.428571428571429
"7765","30049","Sun",18,-0.833333333333333
"7766","30049","Sun",19,-1
"7767","30049","Sun",20,2
"7768","30049","Sun",21,1
"7769","30049","Sun",22,0.25
"7770","30049","Sun",23,-1
"7771","30049","Thu",0,-0.666666666666667
"7772","30049","Thu",5,1
"7773","30049","Thu",7,0
"7774","30049","Thu",8,-0.5
"7775","30049","Thu",9,-1
"7776","30049","Thu",10,-0.5
"7777","30049","Thu",11,0.6
"7778","30049","Thu",12,0.5
"7779","30049","Thu",13,1
"7780","30049","Thu",14,-0.25
"7781","30049","Thu",15,-1.25
"7782","30049","Thu",16,0.5
"7783","30049","Thu",17,-1.33333333333333
"7784","30049","Thu",18,-1.2
"7785","30049","Thu",19,-0.428571428571429
"7786","30049","Thu",20,0.25
"7787","30049","Thu",21,-0.75
"7788","30049","Thu",22,-0.5
"7789","30049","Thu",23,1
"7790","30049","Tue",5,1
"7791","30049","Tue",7,0.5
"7792","30049","Tue",8,1
"7793","30049","Tue",9,1
"7794","30049","Tue",10,0.666666666666667
"7795","30049","Tue",11,2
"7796","30049","Tue",12,0.5
"7797","30049","Tue",13,1.66666666666667
"7798","30049","Tue",14,-1.16666666666667
"7799","30049","Tue",15,-0.166666666666667
"7800","30049","Tue",16,-0.5
"7801","30049","Tue",17,-1
"7802","30049","Tue",18,-0.666666666666667
"7803","30049","Tue",19,-0.666666666666667
"7804","30049","Tue",20,-1.33333333333333
"7805","30049","Tue",21,0
"7806","30049","Tue",22,-1.33333333333333
"7807","30049","Tue",23,0
"7808","30049","Wed",0,1
"7809","30049","Wed",1,0
"7810","30049","Wed",5,1
"7811","30049","Wed",6,1
"7812","30049","Wed",7,0.666666666666667
"7813","30049","Wed",8,1
"7814","30049","Wed",9,0
"7815","30049","Wed",10,1
"7816","30049","Wed",11,0
"7817","30049","Wed",12,0.5
"7818","30049","Wed",13,0
"7819","30049","Wed",14,-1
"7820","30049","Wed",15,-0.2
"7821","30049","Wed",16,0.2
"7822","30049","Wed",17,-1
"7823","30049","Wed",18,-1
"7824","30049","Wed",19,-1.22222222222222
"7825","30049","Wed",20,-0.333333333333333
"7826","30049","Wed",21,-0.333333333333333
"7827","30049","Wed",22,-0.5
"7828","30049","Wed",23,-1
"7829","30050","Fri",0,-0.75
"7830","30050","Fri",1,-0.5
"7831","30050","Fri",2,-1
"7832","30050","Fri",5,-0.777777777777778
"7833","30050","Fri",6,0.0384615384615385
"7834","30050","Fri",7,-2.16129032258065
"7835","30050","Fri",8,-2.03225806451613
"7836","30050","Fri",9,-1.96875
"7837","30050","Fri",10,0.523809523809524
"7838","30050","Fri",11,1.15384615384615
"7839","30050","Fri",12,0.241379310344828
"7840","30050","Fri",13,-0.724137931034483
"7841","30050","Fri",14,-0.695652173913043
"7842","30050","Fri",15,0.862068965517241
"7843","30050","Fri",16,1.66666666666667
"7844","30050","Fri",17,1.96428571428571
"7845","30050","Fri",18,1.20689655172414
"7846","30050","Fri",19,0.625
"7847","30050","Fri",20,-0.75
"7848","30050","Fri",21,-0.285714285714286
"7849","30050","Fri",22,0.0666666666666667
"7850","30050","Fri",23,0
"7851","30050","Mon",0,-1
"7852","30050","Mon",1,-1.5
"7853","30050","Mon",2,-1
"7854","30050","Mon",5,1
"7855","30050","Mon",6,0.478260869565217
"7856","30050","Mon",7,-2.61538461538462
"7857","30050","Mon",8,-3.5
"7858","30050","Mon",9,-2.13793103448276
"7859","30050","Mon",10,0.4
"7860","30050","Mon",11,0.0909090909090909
"7861","30050","Mon",12,1.16
"7862","30050","Mon",13,-0.576923076923077
"7863","30050","Mon",14,0.388888888888889
"7864","30050","Mon",15,0.75
"7865","30050","Mon",16,2
"7866","30050","Mon",17,2.53571428571429
"7867","30050","Mon",18,1.14285714285714
"7868","30050","Mon",19,0.2
"7869","30050","Mon",20,0.214285714285714
"7870","30050","Mon",21,-0.363636363636364
"7871","30050","Mon",22,0.714285714285714
"7872","30050","Mon",23,1
"7873","30050","Sat",0,0.142857142857143
"7874","30050","Sat",1,0.5
"7875","30050","Sat",2,-0.333333333333333
"7876","30050","Sat",6,1
"7877","30050","Sat",7,0.571428571428571
"7878","30050","Sat",8,0.923076923076923
"7879","30050","Sat",9,0.777777777777778
"7880","30050","Sat",10,0.736842105263158
"7881","30050","Sat",11,0.545454545454545
"7882","30050","Sat",12,1.25
"7883","30050","Sat",13,0.722222222222222
"7884","30050","Sat",14,0.652173913043478
"7885","30050","Sat",15,-0.315789473684211
"7886","30050","Sat",16,-0.2
"7887","30050","Sat",17,-0.117647058823529
"7888","30050","Sat",18,0.315789473684211
"7889","30050","Sat",19,0.294117647058824
"7890","30050","Sat",20,-0.210526315789474
"7891","30050","Sat",21,-0.266666666666667
"7892","30050","Sat",22,-0.909090909090909
"7893","30050","Sat",23,-0.1
"7894","30050","Sun",0,-0.571428571428571
"7895","30050","Sun",1,-0.5
"7896","30050","Sun",2,0.571428571428571
"7897","30050","Sun",3,0.2
"7898","30050","Sun",4,-1
"7899","30050","Sun",6,-0.25
"7900","30050","Sun",7,0.75
"7901","30050","Sun",8,0.833333333333333
"7902","30050","Sun",9,0.222222222222222
"7903","30050","Sun",10,0.333333333333333
"7904","30050","Sun",11,1.27272727272727
"7905","30050","Sun",12,0.333333333333333
"7906","30050","Sun",13,0.636363636363636
"7907","30050","Sun",14,-0.533333333333333
"7908","30050","Sun",15,-0.454545454545455
"7909","30050","Sun",16,0.8
"7910","30050","Sun",17,-0.181818181818182
"7911","30050","Sun",18,0.05
"7912","30050","Sun",19,-0.15
"7913","30050","Sun",20,-1.1875
"7914","30050","Sun",21,-1
"7915","30050","Sun",22,-0.5
"7916","30050","Sun",23,-0.8
"7917","30050","Thu",0,0
"7918","30050","Thu",1,1.5
"7919","30050","Thu",2,0
"7920","30050","Thu",3,-2
"7921","30050","Thu",5,-0.888888888888889
"7922","30050","Thu",6,0.130434782608696
"7923","30050","Thu",7,-2.16666666666667
"7924","30050","Thu",8,-2.85714285714286
"7925","30050","Thu",9,-1.9
"7926","30050","Thu",10,-0.227272727272727
"7927","30050","Thu",11,1.40909090909091
"7928","30050","Thu",12,0.678571428571429
"7929","30050","Thu",13,-1.07407407407407
"7930","30050","Thu",14,0.272727272727273
"7931","30050","Thu",15,0.75
"7932","30050","Thu",16,2.13333333333333
"7933","30050","Thu",17,2.11111111111111
"7934","30050","Thu",18,1.35714285714286
"7935","30050","Thu",19,0.25
"7936","30050","Thu",20,-0.0454545454545455
"7937","30050","Thu",21,-0.333333333333333
"7938","30050","Thu",22,-0.846153846153846
"7939","30050","Thu",23,0.142857142857143
"7940","30050","Tue",0,-0.75
"7941","30050","Tue",2,2
"7942","30050","Tue",5,-0.5
"7943","30050","Tue",6,1.14814814814815
"7944","30050","Tue",7,-3.10714285714286
"7945","30050","Tue",8,-3.13793103448276
"7946","30050","Tue",9,-2.3
"7947","30050","Tue",10,0.0454545454545455
"7948","30050","Tue",11,0.178571428571429
"7949","30050","Tue",12,1.27586206896552
"7950","30050","Tue",13,-0.689655172413793
"7951","30050","Tue",14,0.157894736842105
"7952","30050","Tue",15,0.56
"7953","30050","Tue",16,2.55172413793103
"7954","30050","Tue",17,2.46666666666667
"7955","30050","Tue",18,0.64
"7956","30050","Tue",19,-0.2
"7957","30050","Tue",20,-0.541666666666667
"7958","30050","Tue",21,-0.75
"7959","30050","Tue",22,-0.3
"7960","30050","Tue",23,-0.857142857142857
"7961","30050","Wed",0,1.2
"7962","30050","Wed",1,1
"7963","30050","Wed",2,-1
"7964","30050","Wed",4,1
"7965","30050","Wed",5,-1.13793103448276
"7966","30050","Wed",6,0.84
"7967","30050","Wed",7,-2.6
"7968","30050","Wed",8,-2.48275862068966
"7969","30050","Wed",9,-2.03225806451613
"7970","30050","Wed",10,0.458333333333333
"7971","30050","Wed",11,0.347826086956522
"7972","30050","Wed",12,1.03571428571429
"7973","30050","Wed",13,-0.92
"7974","30050","Wed",14,0.565217391304348
"7975","30050","Wed",15,1.03571428571429
"7976","30050","Wed",16,1.83333333333333
"7977","30050","Wed",17,2.44827586206897
"7978","30050","Wed",18,1.56666666666667
"7979","30050","Wed",19,0.2
"7980","30050","Wed",20,0.35
"7981","30050","Wed",21,-0.357142857142857
"7982","30050","Wed",22,0.0588235294117647
"7983","30050","Wed",23,-0.461538461538462
"7984","30051","Fri",0,0
"7985","30051","Fri",1,0.8
"7986","30051","Fri",2,-0.666666666666667
"7987","30051","Fri",3,-1
"7988","30051","Fri",5,-0.875
"7989","30051","Fri",6,-2.07407407407407
"7990","30051","Fri",7,-2.71428571428571
"7991","30051","Fri",8,-2.68965517241379
"7992","30051","Fri",9,-1.04166666666667
"7993","30051","Fri",10,0.722222222222222
"7994","30051","Fri",11,0.909090909090909
"7995","30051","Fri",12,0.565217391304348
"7996","30051","Fri",13,-0.391304347826087
"7997","30051","Fri",14,0.666666666666667
"7998","30051","Fri",15,2.32
"7999","30051","Fri",16,2.73333333333333
"8000","30051","Fri",17,1.88888888888889
"8001","30051","Fri",18,0.65
"8002","30051","Fri",19,0.9375
"8003","30051","Fri",20,0.214285714285714
"8004","30051","Fri",21,-0.833333333333333
"8005","30051","Fri",22,-0.75
"8006","30051","Fri",23,0
"8007","30051","Mon",0,0
"8008","30051","Mon",1,1
"8009","30051","Mon",2,-1
"8010","30051","Mon",5,-1
"8011","30051","Mon",6,-1.95652173913043
"8012","30051","Mon",7,-3.84615384615385
"8013","30051","Mon",8,-2.69230769230769
"8014","30051","Mon",9,-0.55
"8015","30051","Mon",10,0
"8016","30051","Mon",11,0.611111111111111
"8017","30051","Mon",12,-0.272727272727273
"8018","30051","Mon",13,-0.565217391304348
"8019","30051","Mon",14,0.681818181818182
"8020","30051","Mon",15,1.4
"8021","30051","Mon",16,3.14814814814815
"8022","30051","Mon",17,2.82758620689655
"8023","30051","Mon",18,0.96
"8024","30051","Mon",19,0.529411764705882
"8025","30051","Mon",20,0.25
"8026","30051","Mon",21,0.466666666666667
"8027","30051","Mon",22,0.7
"8028","30051","Mon",23,0.833333333333333
"8029","30051","Sat",0,0.571428571428571
"8030","30051","Sat",1,-1.125
"8031","30051","Sat",2,1
"8032","30051","Sat",3,-1
"8033","30051","Sat",5,-0.5
"8034","30051","Sat",6,0.5
"8035","30051","Sat",7,-0.333333333333333
"8036","30051","Sat",8,0.363636363636364
"8037","30051","Sat",9,0.153846153846154
"8038","30051","Sat",10,0.631578947368421
"8039","30051","Sat",11,0.421052631578947
"8040","30051","Sat",12,0.5
"8041","30051","Sat",13,-1.09090909090909
"8042","30051","Sat",14,-0.4
"8043","30051","Sat",15,0.533333333333333
"8044","30051","Sat",16,-0.3
"8045","30051","Sat",17,0
"8046","30051","Sat",18,1.2
"8047","30051","Sat",19,0
"8048","30051","Sat",20,-0.833333333333333
"8049","30051","Sat",21,0.272727272727273
"8050","30051","Sat",22,-0.2
"8051","30051","Sat",23,-0.692307692307692
"8052","30051","Sun",0,-0.75
"8053","30051","Sun",1,0.5
"8054","30051","Sun",2,-2.25
"8055","30051","Sun",3,-0.25
"8056","30051","Sun",4,-2
"8057","30051","Sun",5,-1
"8058","30051","Sun",6,-1
"8059","30051","Sun",7,0.75
"8060","30051","Sun",8,-0.0714285714285714
"8061","30051","Sun",9,0.857142857142857
"8062","30051","Sun",10,1.5
"8063","30051","Sun",11,0.85
"8064","30051","Sun",12,0
"8065","30051","Sun",13,-0.157894736842105
"8066","30051","Sun",14,-0.1
"8067","30051","Sun",15,0.470588235294118
"8068","30051","Sun",16,-0.3125
"8069","30051","Sun",17,0
"8070","30051","Sun",18,-0.0588235294117647
"8071","30051","Sun",19,-0.818181818181818
"8072","30051","Sun",20,-0.454545454545455
"8073","30051","Sun",21,-0.444444444444444
"8074","30051","Sun",22,-0.142857142857143
"8075","30051","Sun",23,0.444444444444444
"8076","30051","Thu",0,-0.5
"8077","30051","Thu",1,0
"8078","30051","Thu",2,0
"8079","30051","Thu",3,1
"8080","30051","Thu",5,-1
"8081","30051","Thu",6,-2.24137931034483
"8082","30051","Thu",7,-2.96551724137931
"8083","30051","Thu",8,-2.48275862068966
"8084","30051","Thu",9,-0.65
"8085","30051","Thu",10,-1
"8086","30051","Thu",11,0.363636363636364
"8087","30051","Thu",12,-0.423076923076923
"8088","30051","Thu",13,0.148148148148148
"8089","30051","Thu",14,1.20833333333333
"8090","30051","Thu",15,1.85185185185185
"8091","30051","Thu",16,3.59259259259259
"8092","30051","Thu",17,1.9
"8093","30051","Thu",18,0.958333333333333
"8094","30051","Thu",19,0.555555555555556
"8095","30051","Thu",20,-0.375
"8096","30051","Thu",21,-0.333333333333333
"8097","30051","Thu",22,-0.666666666666667
"8098","30051","Thu",23,0
"8099","30051","Tue",1,1.8
"8100","30051","Tue",2,1
"8101","30051","Tue",5,-0.666666666666667
"8102","30051","Tue",6,-2.24137931034483
"8103","30051","Tue",7,-4.25806451612903
"8104","30051","Tue",8,-2.13333333333333
"8105","30051","Tue",9,-0.857142857142857
"8106","30051","Tue",10,-0.0588235294117647
"8107","30051","Tue",11,0.590909090909091
"8108","30051","Tue",12,-0.227272727272727
"8109","30051","Tue",13,-0.05
"8110","30051","Tue",14,0.791666666666667
"8111","30051","Tue",15,1.74074074074074
"8112","30051","Tue",16,2.83870967741935
"8113","30051","Tue",17,2.53571428571429
"8114","30051","Tue",18,1.42857142857143
"8115","30051","Tue",19,0.6875
"8116","30051","Tue",20,-0.181818181818182
"8117","30051","Tue",21,-1
"8118","30051","Tue",22,0.142857142857143
"8119","30051","Tue",23,-1.25
"8120","30051","Wed",0,0
"8121","30051","Wed",1,2
"8122","30051","Wed",2,-0.333333333333333
"8123","30051","Wed",5,-1
"8124","30051","Wed",6,-2.07142857142857
"8125","30051","Wed",7,-3.86206896551724
"8126","30051","Wed",8,-2.4
"8127","30051","Wed",9,-0.958333333333333
"8128","30051","Wed",10,-0.0526315789473684
"8129","30051","Wed",11,0.217391304347826
"8130","30051","Wed",12,-0.0769230769230769
"8131","30051","Wed",13,0.45
"8132","30051","Wed",14,-0.333333333333333
"8133","30051","Wed",15,1.65217391304348
"8134","30051","Wed",16,2.65625
"8135","30051","Wed",17,3.2
"8136","30051","Wed",18,1.39285714285714
"8137","30051","Wed",19,1.16666666666667
"8138","30051","Wed",20,0.285714285714286
"8139","30051","Wed",21,0.4
"8140","30051","Wed",22,-0.4
